id,study_title,study_link,resultIA_no_fine_tunning,resultIA_fine_tunning,study_type,study_year,cannabinoids,organ_systems,study_conditions
2024061,Evaluating possible 'next day' impairment in insomnia patients administered an oral medicinal cannabis product by night: a pilot randomized controlled trial,https://link.springer.com/article/10.1007/s00213-024-06595-9,Inconclusive,,Clinical Trial,2024,,Nervous System,Cognitive Dysfunction; Insomnia and Sleep Disorders; Cannabis Adverse Effects
2024062,Anticancer effect of minor phytocannabinoids in preclinical models of multiple myeloma,https://iubmb.onlinelibrary.wiley.com/doi/10.1002/biof.2078,Positive,,Animal Study,2024,Cannabichromene (CBC); Cannabidivarin (CBDV); Cannabigerol (CBG); Cannabinol (CBN),Cardiovascular System,Cancer - Myeloma
2024063,Perioperative Cannabis Use in Bariatric Patients: A Review of Outcomes and Proposed Clinical Pathway for Management,https://link.springer.com/article/10.1007/s11695-024-07281-7,Negative,,Meta-analysis,2024,,Endocrine System,Obesity; Addiction - Alcohol; Addiction - Cannabis; Addiction - Opioid; Addiction; Anorexia Nervosa; Anorexia; Anxiety; Cannabis Adverse Effects; Depression; Pain; Psychosis; Schizophrenia
2024064,Clinical factors associated with smoking cessation among smokers with Chronic Obstructive Pulmonary Disease by sex: Longitudinal analyses from French smoking cessation services,https://www.cell.com/heliyon/fulltext/S2405-8440(24)06951-2?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844024069512%3Fshowall%3Dtrue,Negative,,Clinical Trial,2024,,Mental/Emotional System; Nervous System; Respiratory System,Addiction - Nicotine; Addiction; COPD
2024065,Absence of Evidence for Sustained Effects of Daily Cannabidiol Administration on Anandamide Plasma Concentration in Individuals with Cocaine Use Disorder: Exploratory Findings from a Randomized Controlled Trial,https://pubmed.ncbi.nlm.nih.gov/38770686/,Inconclusive,,Double Blind Clinical Trial,2024,Anandamide (AEA),Mental/Emotional System; Nervous System,Addiction - Cocaine; Addiction; Cannabis Adverse Effects
2013001,Acute Effects of THC on Time Perception in Frequent and Infrequent Cannabis Users,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3581701/,Inconclusive,,Double Blind Clinical Trial,2013,,,Erectile Dysfunction; Cognitive Dysfunction; Libido
2001001,Progesterone receptor and dopamine receptors are required in Δ9-tetrahydrocannabinol modulation of sexual receptivity in female rats,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC14740/,Positive,,Animal Study,2001,Tetrahydrocannabinol (THC),Endocrine System; Reproductive System,Libido; Erectile Dysfunction
2013002,Anandamide transforms noncopulating rats into sexually active animals,https://pubmed.ncbi.nlm.nih.gov/22906359/,Positive,,Animal Study,2013,Anandamide (AEA),,Erectile Dysfunction; Libido
2011002,Impact of cannabis use on male sexual health,https://pubmed.ncbi.nlm.nih.gov/21269404/,Inconclusive,,Meta-analysis,2011,,,Erectile Dysfunction; Libido
2019002,How Cannabis Alters Sexual Experience: A Survey of Men and Women,https://pubmed.ncbi.nlm.nih.gov/31447385/,Positive,,Meta-analysis,2019,,Endocrine System; Reproductive System,Libido; Erectile Dysfunction
2010001,Cannabis use and sexual health,https://pubmed.ncbi.nlm.nih.gov/19694929/,Inconclusive,,Meta-analysis,2010,,,Erectile Dysfunction; Libido
2024066,Is marijuana a foe of male sexuality? Data from a large cohort of men with sexual dysfunction,https://pubmed.ncbi.nlm.nih.gov/36617843/,Positive,,Meta-analysis,2024,,Endocrine System; Reproductive System,Erectile Dysfunction; Libido
2020001,A Survey Exploring the Relationship Between Cannabis Use Characteristics and Sexual Function in Men,https://pubmed.ncbi.nlm.nih.gov/32561331/,Positive,,Meta-analysis,2020,,Endocrine System; Reproductive System,Erectile Dysfunction; Libido
2024067,Psychosexual dysfunction in male patients with cannabis dependence and synthetic cannabinoid dependence,https://pubmed.ncbi.nlm.nih.gov/38282460/,Negative,,Meta-analysis,2024,Synthetic Cannabinoid (unspecified),Mental/Emotional System; Nervous System; Reproductive System,Addiction - Cannabis; Addiction; Erectile Dysfunction; Libido
2008006,Early endothelial dysfunction as a marker of vasculogenic erectile dysfunction in young habitual cannabis users,https://pubmed.ncbi.nlm.nih.gov/18997809/,Negative,,Meta-analysis,2008,,Reproductive System,Erectile Dysfunction; Libido
2024068,Relationship Between Cannabis Use and Erectile Dysfunction: A Systematic Review and Meta-Analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6893937/#,Negative,,Meta-analysis,2024,,Reproductive System,Erectile Dysfunction; Libido
2024069,The impact of cannabis use on erectile dysfunction and sex hormones: a Mendelian randomization analysis,https://pubmed.ncbi.nlm.nih.gov/38834872/,Inconclusive,,Meta-analysis,2024,,Reproductive System,Erectile Dysfunction; Infertility (Female); Infertility (Male); Libido
2024070,Association of Cannabis Use With Cardiovascular Outcomes Among US Adults,https://www.ahajournals.org/doi/10.1161/JAHA.123.030178,Negative,,Meta-analysis,2024,,Cardiovascular System,Cardiovascular Diseases (CVD); Heart Attack; Stroke
2024071,The Impact of Recreational Marijuana Legalization on Intimate Partner Violence,https://repository.library.georgetown.edu/bitstream/handle/10822/1088803/Baldwin_georgetown_0076M_15972.pdf?sequence=1&isAllowed=y,Positive,,Meta-analysis,2024,,Mental/Emotional System,Domestic Abuse; Intermittent Explosive Disorder
2024072,Cyclic vomiting syndrome: Future clinical and research priorities for: Special supplement/proceedings of 3rd international symposium,https://pubmed.ncbi.nlm.nih.gov/38775195/,Negative,,Meta-analysis,2024,Endocannabinoid (unspecified),Digestive System,Nausea and Vomiting; Cannabis Hyperemesis Syndrome
2024073,"Clinical, sociodemographic and environmental predicting factors for relapse in bipolar disorder: A systematic review",https://www.sciencedirect.com/science/article/abs/pii/S0165032724008000?via%3Dihub,Negative,,Meta-analysis,2024,,Mental/Emotional System; Nervous System,Bipolar Disorder; Depression
2022003,Marijuana and thromboembolic events in geriatric trauma patients: The cannabinoids clots correlation!,https://pubmed.ncbi.nlm.nih.gov/34334193/,Negative,,Meta-analysis,2022,Tetrahydrocannabinol (THC),,Bleeding Disorders; Cardiovascular Diseases (CVD); Heart Attack; Stroke; Wound Healing
2020002,Impact of marijuana on venous thromboembolic events: Cannabinoids cause clots in trauma patients,https://pubmed.ncbi.nlm.nih.gov/32209959/,Negative,,Meta-analysis,2020,,Immune System; Integumentary System; Nervous System,Wound Healing; Bleeding Disorders; Cardiovascular Diseases (CVD); Heart Attack; Stroke
2014004,"Ischemic stroke after use of the synthetic marijuana ""spice""",https://pubmed.ncbi.nlm.nih.gov/25135913/,Negative,,Meta-analysis,2014,Synthetic Cannabinoid (unspecified),Nervous System,Poisoning by Synthetic Cannabis; Bleeding Disorders
2014005,Endocannabinoids Control Platelet Activation and Limit Aggregate Formation under Flow,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4180465/,Positive,,Laboratory Study,2014,Anandamide (AEA),,Bleeding Disorders
2024074,"The inhibitory effects of cannabinoids, the active constituents of Cannabis sativa L. on human and rabbit platelet aggregation",https://pubmed.ncbi.nlm.nih.gov/2575149/,Inconclusive,,Laboratory Study,2024,Cannabigerol (CBG); Cannabinol (CBN); Tetrahydrocannabinol (THC),,Bleeding Disorders
2007001,Anticoagulant effects of a Cannabis extract in an obese rat model,https://pubmed.ncbi.nlm.nih.gov/16644197/,Positive,,Animal Study,2007,Cannabinol (CBN),,Bleeding Disorders
2024075,"In vivo effects of Cannabis sativa L. extract on blood coagulation, fat and glucose metabolism in normal and streptozocin-induced diabetic rats",https://www.researchgate.net/publication/279696665_In_vivo_effects_of_Cannabis_sativa_L_extract_on_blood_coagulation_fat_and_glucose_metabolism_in_normal_and_streptozocin-induced_diabetic_rats,Positive,,Animal Study,2024,,,Bleeding Disorders; Diabetes; Metabolic Syndrome
2019003,Interaction between warfarin and cannabis,https://pubmed.ncbi.nlm.nih.gov/30326170/,Inconclusive,,Meta-analysis,2019,,,Bleeding Disorders
2020003,Warfarin dose adjustment required after cannabidiol initiation and titration,https://pubmed.ncbi.nlm.nih.gov/33016308/,Inconclusive,,Meta-analysis,2020,,,Bleeding Disorders
2024076,The Endocannabinoid System: A Potential Therapeutic Target for Coagulopathies,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9228226/,Inconclusive,,Meta-analysis,2024,,Cardiovascular System,Bleeding Disorders
2016001,"Differential effects of endogenous, phyto and synthetic cannabinoids on thrombogenesis and platelet activity",https://pubmed.ncbi.nlm.nih.gov/27151562/,Positive,,Animal Study,2016,Anandamide (AEA); WIN-x Synthetic Cannabinoids,Cardiovascular System,Bleeding Disorders
2024077,"Spirulina Unveiled: A Comprehensive Review on Biotechnological Innovations, Nutritional Proficiency, and Clinical Implications",https://pubmed.ncbi.nlm.nih.gov/38803172/,Positive,,Meta-analysis,2024,Phycocyanin,,
2024078,Cannabidiol-enriched oil for adult patients with drug-resistant epilepsy: Prospective clinical and electrophysiological study,https://onlinelibrary.wiley.com/doi/10.1111/epi.18025,Positive,,Clinical Trial,2024,Tetrahydrocannabinol (THC),Nervous System,Epilepsy
2024079,A systematic review of novel cannabinoids and their targets: Insights into the significance of structure in activity,https://www.sciencedirect.com/science/article/abs/pii/S0014299924003674?via%3Dihub#preview-section-snippets,Inconclusive,,Meta-analysis,2024,Endocannabinoid (unspecified); 2-Arachidonoyl Glycerol (2-AG); Anandamide (AEA); Cannabichromene (CBC); Fatty Acid Amide Hydrolase (FAAH); Monoacylglycerol Lipase (MAGL),,
2021002,"Endocannabinoid system: Role in blood cell development, neuroimmune interactions and associated disorders",https://pubmed.ncbi.nlm.nih.gov/33571815/,Negative,,Meta-analysis,2021,Endocannabinoid (unspecified),,Bleeding Disorders
2024080,Probable interaction between warfarin and marijuana smoking,https://pubmed.ncbi.nlm.nih.gov/19531696/,Negative,,Meta-analysis,2024,,,Bleeding Disorders; Cardiovascular Diseases (CVD)
2018002,"An interaction between warfarin and cannabidiol, a case report",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5789126/,Positive,,Meta-analysis,2018,Pharma CBD,,Bleeding Disorders; Epilepsy; Stroke
2014006,Increase in the Number of CB1 Immunopositive Neurons in the Amygdaloid Body after Acute Cold Stress Exposure,https://www.researchgate.net/publication/272355424_INCREASE_IN_THE_NUMBER_OF_CB1_IMMUNOPOSITIVE_NEURONS_IN_THE_AMYGDALOID_BODY_AFTER_ACUTE_COLD_STRESS_EXPOSURE,Negative,,Animal Study,2014,Cold Exposure,,
2024081,Cold-induced changes in plasma signaling lipids are associated with a healthier cardiometabolic profile independently of brown adipose tissue,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10897514/,Positive,,Clinical Trial,2024,Cold Exposure; Endocannabinoid (unspecified),Endocrine System,Obesity; Diabetes; Metabolic Syndrome
2006001,Cold exposure stimulates synthesis of the bioactive lipid oleoylethanolamide in rat adipose tissue,https://pubmed.ncbi.nlm.nih.gov/16785227/,Positive,,Animal Study,2006,Cold Exposure; Oleoylethanolamide (OEA),,Diabetes; Metabolic Syndrome; Obesity
2024082,The role of cannabinoids in chronic pain management: clinical insights and challenges,https://www.sciencedirect.com/science/article/pii/S0104001424000459?via%3Dihub,Inconclusive,,Meta-analysis,2024,,Nervous System,Pain; Pain - Chronic; Inflammation; Pain - Cancer; Pain - Neuropathy - Diabetic; Pain - Neuropathy - Drug-Ind. Polyneuropathy; Pain - Neuropathy - Inflammatory Polyneuropathy; Pain - Neuropathy - Peripheral
2024083,Medical cannabis and its efficacy/effectiveness on the management of osteoarthritis pain and function,https://pubmed.ncbi.nlm.nih.gov/38832841/,Inconclusive,,Clinical Meta-analysis,2024,,Skeletal System,Arthritis
2024084,TRPV1 channel in the pathophysiology of epilepsy and its potential as a molecular target for the development of new antiseizure drug candidates,https://www.sciencedirect.com/science/article/pii/S0301008224000704?via%3Dihub,Positive,,Meta-analysis,2024,,Nervous System,Epilepsy
2024085,The circulating and central endocannabinoid system in obesity and weight loss,https://pubmed.ncbi.nlm.nih.gov/38834796/,Inconclusive,,Meta-analysis,2024,2-Arachidonoyl Glycerol (2-AG); Anandamide (AEA); Endocannabinoid (unspecified),Endocrine System,Obesity
2024086,Neurolipidomic insights into anxiety disorders: Uncovering lipid dynamics for potential therapeutic advances,https://www.sciencedirect.com/science/article/pii/S0149763424002100?via%3Dihub,Positive,,Meta-analysis,2024,Endocannabinoid (unspecified); 2-Arachidonoyl Glycerol (2-AG); Anandamide (AEA); Omega-3; Diet; Fatty Acid Amide Hydrolase (FAAH); Omega-6; Monoacylglycerol Lipase (MAGL),Mental/Emotional System; Nervous System,Anxiety; Oxidative Stress
2024087,"The Effect of Palmitoylethanolamide (PEA) on Skeletal Muscle Hypertrophy, Strength, and Power in Response to Resistance Training in Healthy Active Adults: A Double-Blind Randomized Control Trial",https://sportsmedicine-open.springeropen.com/articles/10.1186/s40798-024-00732-6,Positive,,Double Blind Clinical Trial,2024,Palmitoylethanolamide (PEA),,Insomnia and Sleep Disorders; Pain; Quality of Life
2024088,Palmitoylethanolamide and Luteolin for postinfectious olfactory disorders: How clinically meaningful is its effect?,https://karger.com/orl/article-pdf/doi/10.1159/000539651/4240689/000539651.pdf,Positive,,Clinical Trial,2024,Palmitoylethanolamide (PEA),Respiratory System,COVID-19; Acute Respiratory Distress Syndrome; Respiratory Syncytial Virus; Stress
2024089,Therapeutic potential of Phycocyanin in gastrointestinal cancers and related disorders,https://pubmed.ncbi.nlm.nih.gov/38874869/,Positive,,Meta-analysis,2024,Phycocyanin,Digestive System; Nervous System,Cancer - Stomach; Cancer
2024090,Editorial: Insights on cannabinoid translational science and medicine: the endocannabinoidome as a target for clinical practice,https://www.frontiersin.org/journals/neuroscience/articles/10.3389/fnins.2024.1432892/full,Positive,,Meta-analysis,2024,Microbiome; 2-Arachidonoyl Glycerol (2-AG); Anandamide (AEA); Cannabidivarin (CBDV); Cannabigerol (CBG); Delta-8-THC; Endocannabinoid (unspecified); Fatty Acid Amide Hydrolase (FAAH); Monoacylglycerol Lipase (MAGL); Other Related Compounds; Tetrahydrocannabivarin (THCV); Tetrahydrocannabinol (THC),,
2024091,"Evaluating the Impact of Probiotic Therapy on the Endocannabinoid System, Pain, Sleep and Fatigue: A Randomized, Double-Blind, Placebo-Controlled Trial in Dancers",https://www.mdpi.com/1422-0067/25/11/5611,Positive,,Double Blind Clinical Trial,2024,Endocannabinoid (unspecified); Fatty Acid-Binding Protein (FABP); Microbiome; Diet; Exercise,Nervous System,Insomnia and Sleep Disorders; Pain
2024092,"Chemical compounds, anti-tumor and anti-neuropathic pain effect of hemp essential oil in vivo",https://pubmed.ncbi.nlm.nih.gov/38914272/,Positive,,Animal Study,2024,,Nervous System; Respiratory System,Cancer - Lung; Cancer; Pain; Pain - Neuropathy - Drug-Ind. Polyneuropathy; Inflammation
2024093,"Evaluation of the efficacy, safety, and pharmacokinetics of nanodispersible cannabidiol oral solution (150 mg/mL) versus placebo in mild to moderate anxiety subjects: A double blind multicenter randomized clinical trial",https://www.sciencedirect.com/science/article/pii/S1876201824001667,Positive,,Double Blind Clinical Trial,2024,,Mental/Emotional System; Nervous System,Anxiety; Depression; Grief and Bereavement; Insomnia and Sleep Disorders; OCD; PTSD
